Y,M,D,Q (cms)
2007,10,7,8.694
2007,10,8,8.609
2007,10,9,8.495
2007,10,10,8.439
2007,10,11,9.005
2007,10,12,8.892
2007,10,13,9.26
2007,10,14,9.005
2007,10,15,8.722
2007,10,16,8.637
2007,10,17,9.345
2007,10,18,9.543
2007,10,19,23.164
2007,10,20,42.76
2007,10,21,23.022
2007,10,22,18.265
2007,10,23,16.679
2007,10,24,16.481
2007,10,25,16.113
2007,10,26,15.377
2007,10,27,14.612
2007,10,28,13.904
2007,10,29,13.309
2007,10,30,13.961
2007,10,31,14.244
2007,11,1,13.224
2007,11,2,12.601
2007,11,3,12.035
2007,11,4,11.809
2007,11,5,11.554
2007,11,6,11.355
2007,11,7,11.044
2007,11,8,10.931
2007,11,9,10.676
2007,11,10,10.676
2007,11,11,11.384
2007,11,12,10.732
2007,11,13,13.678
2007,11,14,14.301
2007,11,15,12.035
2007,11,16,14.357
2007,11,17,22.343
2007,11,18,43.61
2007,11,19,35.964
2007,11,20,30.017
2007,11,21,23.532
2007,11,22,20.332
2007,11,23,18.86
2007,11,24,18.492
2007,11,25,19.284
2007,11,26,16.538
2007,11,27,16.736
2007,11,28,14.527
2007,11,29,15.32
2007,11,30,13.649
2007,12,1,12.46
2007,12,2,14.301
2007,12,3,14.725
2007,12,4,15.886
2007,12,5,16.793
2007,12,6,15.32
2007,12,7,14.527
2007,12,8,14.131
2007,12,9,12.035
2007,12,10,10.761
2007,12,11,10.025
2007,12,12,7.929
2007,12,13,9.062
2007,12,14,8.779
2007,12,15,10.478
2007,12,16,12.46
2007,12,17,12.913
2007,12,18,12.743
2007,12,19,12.601
2007,12,20,12.941
2007,12,21,11.186
2007,12,22,9.062
2007,12,23,12.007
2007,12,24,13.989
2007,12,25,11.724
2007,12,26,10.194
2007,12,27,9.062
2007,12,28,10.194
2007,12,29,12.007
2007,12,30,12.177
2007,12,31,10.194
2008,1,1,8.495
2008,1,2,7.929
2008,1,3,10.194
2008,1,4,11.894
2008,1,5,14.272
2008,1,6,12.517
2008,1,7,11.554
2008,1,8,11.186
2008,1,9,12.007
2008,1,10,11.752
2008,1,11,12.148
2008,1,12,11.61
2008,1,13,11.695
2008,1,14,10.138
2008,1,15,10.931
2008,1,16,8.495
2008,1,17,7.363
2008,1,18,10.194
2008,1,19,11.327
2008,1,20,12.517
2008,1,21,11.695
2008,1,22,9.062
2008,1,23,7.363
2008,1,24,6.796
2008,1,25,8.495
2008,1,26,10.194
2008,1,27,12.46
2008,1,28,12.828
2008,1,29,11.327
2008,1,30,11.554
2008,1,31,11.412
2008,2,1,10.393
2008,2,2,11.497
2008,2,3,11.695
2008,2,4,10.761
2008,2,5,10.194
2008,2,6,10.478
2008,2,7,10.902
2008,2,8,10.676
2008,2,9,11.157
2008,2,10,11.214
2008,2,11,11.242
2008,2,12,11.242
2008,2,13,11.667
2008,2,14,11.101
2008,2,15,10.817
2008,2,16,11.384
2008,2,17,11.752
2008,2,18,11.327
2008,2,19,11.724
2008,2,20,12.885
2008,2,21,13.394
2008,2,22,13.649
2008,2,23,13.989
2008,2,24,14.216
2008,2,25,14.924
2008,2,26,14.952
2008,2,27,14.725
2008,2,28,14.924
2008,2,29,16.538
2008,3,1,18.831
2008,3,2,18.265
2008,3,3,16.821
2008,3,4,16.821
2008,3,5,14.669
2008,3,6,13.593
2008,3,7,14.244
2008,3,8,15.037
2008,3,9,15.603
2008,3,10,16.538
2008,3,11,18.916
2008,3,12,21.21
2008,3,13,23.362
2008,3,14,23.051
2008,3,15,21.295
2008,3,16,18.916
2008,3,17,18.237
2008,3,18,18.038
2008,3,19,19.936
2008,3,20,22.796
2008,3,21,22.484
2008,3,22,20.899
2008,3,23,21.012
2008,3,24,21.578
2008,3,25,22.456
2008,3,26,22.937
2008,3,27,22.06
2008,3,28,19.539
2008,3,29,20.417
2008,3,30,17.557
2008,3,31,18.605
2008,4,1,16.254
2008,4,2,16.764
2008,4,3,16.877
2008,4,4,18.378
2008,4,5,18.831
2008,4,6,18.803
2008,4,7,19.256
2008,4,8,18.973
2008,4,9,19.454
2008,4,10,19.256
2008,4,11,19.086
2008,4,12,22.031
2008,4,13,35.114
2008,4,14,65.981
2008,4,15,74.759
2008,4,16,58.618
2008,4,17,48.99
2008,4,18,57.768
2008,4,19,70.795
2008,4,20,69.379
2008,4,21,56.636
2008,4,22,46.441
2008,4,23,47.574
2008,4,24,49.273
2008,4,25,45.592
2008,4,26,43.893
2008,4,27,50.123
2008,4,28,67.397
2008,4,29,97.98
2008,4,30,98.263
2008,5,1,82.405
2008,5,2,73.91
2008,5,3,75.042
2008,5,4,79.856
2008,5,5,94.865
2008,5,6,114.121
2008,5,7,131.395
2008,5,8,133.944
2008,5,9,123.749
2008,5,10,111.289
2008,5,11,109.59
2008,5,12,105.059
2008,5,13,101.661
2008,5,14,104.493
2008,5,15,121.767
2008,5,16,154.899
2008,5,17,191.712
2008,5,18,217.764
2008,5,19,259.958
2008,5,20,258.259
2008,5,21,241.835
2008,5,22,184.349
2008,5,23,144.988
2008,5,24,128.846
2008,5,25,120.351
2008,5,26,120.351
2008,5,27,132.811
2008,5,28,137.342
2008,5,29,131.961
2008,5,30,127.147
2008,5,31,124.032
2008,6,1,128.846
2008,6,2,123.749
2008,6,3,120.068
2008,6,4,116.953
2008,6,5,105.059
2008,6,6,101.095
2008,6,7,94.582
2008,6,8,86.936
2008,6,9,83.821
2008,6,10,90.334
2008,6,11,89.201
2008,6,12,80.706
2008,6,13,75.609
2008,6,14,77.025
2008,6,15,87.502
2008,6,16,96.281
2008,6,17,104.21
2008,6,18,112.139
2008,6,19,105.626
2008,6,20,99.113
2008,6,21,98.263
2008,6,22,104.776
2008,6,23,104.21
2008,6,24,94.299
2008,6,25,85.803
2008,6,26,82.122
2008,6,27,81.839
2008,6,28,79.007
2008,6,29,78.724
2008,6,30,75.892
2008,7,1,72.777
2008,7,2,68.246
2008,7,3,62.299
2008,7,4,59.468
2008,7,5,55.786
2008,7,6,49.273
2008,7,7,43.893
2008,7,8,39.645
2008,7,9,36.813
2008,7,10,34.831
2008,7,11,33.132
2008,7,12,31.15
2008,7,13,29.451
2008,7,14,27.95
2008,7,15,26.76
2008,7,16,25.514
2008,7,17,24.183
2008,7,18,23.476
2008,7,19,22.654
2008,7,20,21.663
2008,7,21,20.644
2008,7,22,21.833
2008,7,23,23.476
2008,7,24,20.615
2008,7,25,19.341
2008,7,26,18.322
2008,7,27,17.614
2008,7,28,17.189
2008,7,29,16.679
2008,7,30,16.538
2008,7,31,15.83
2008,8,1,15.292
2008,8,2,14.81
2008,8,3,14.414
2008,8,4,14.017
2008,8,5,13.621
2008,8,6,13.479
2008,8,7,13.168
2008,8,8,14.669
2008,8,9,13.989
2008,8,10,13.111
2008,8,11,12.601
2008,8,12,12.375
2008,8,13,12.007
2008,8,14,11.724
2008,8,15,11.44
2008,8,16,11.157
2008,8,17,10.959
2008,8,18,10.732
2008,8,19,10.534
2008,8,20,10.619
2008,8,21,10.704
2008,8,22,10.534
2008,8,23,10.449
2008,8,24,10.166
2008,8,25,9.855
2008,8,26,9.628
2008,8,27,9.77
2008,8,28,9.741
2008,8,29,9.656
2008,8,30,9.543
2008,8,31,9.402
2008,9,1,9.6
2008,9,2,9.883
2008,9,3,9.855
2008,9,4,9.628
2008,9,5,9.515
2008,9,6,9.458
2008,9,7,9.402
2008,9,8,9.26
2008,9,9,9.147
2008,9,10,9.033
2008,9,11,8.948
2008,9,12,9.033
2008,9,13,8.948
2008,9,14,8.863
2008,9,15,8.779
2008,9,16,8.665
2008,9,17,8.552
2008,9,18,8.495
2008,9,19,8.524
2008,9,20,10.449
2008,9,21,14.301
2008,9,22,11.271
2008,9,23,10.194
2008,9,24,9.826
2008,9,25,9.571
2008,9,26,9.373
2008,9,27,9.26
2008,9,28,9.175
2008,9,29,9.118
2008,9,30,9.033
2008,10,1,8.948
2008,10,2,8.92
2008,10,3,8.977
2008,10,4,10.223
2008,10,5,12.686
2008,10,6,10.902
2008,10,7,10.194
2008,10,8,9.826
2008,10,9,9.685
2008,10,10,9.77
2008,10,11,10.194
2008,10,12,10.025
2008,10,13,9.883
2008,10,14,10.053
2008,10,15,10.166
2008,10,16,9.94
2008,10,17,9.855
2008,10,18,9.77
2008,10,19,9.628
2008,10,20,9.543
2008,10,21,9.43
2008,10,22,9.317
2008,10,23,9.345
2008,10,24,9.402
2008,10,25,9.373
2008,10,26,9.317
2008,10,27,9.26
2008,10,28,9.203
2008,10,29,9.203
2008,10,30,9.147
2008,10,31,9.147
2008,11,1,9.288
2008,11,2,14.64
2008,11,3,17.331
2008,11,4,14.839
2008,11,5,13.224
2008,11,6,11.525
2008,11,7,11.469
2008,11,8,11.809
2008,11,9,12.998
2008,11,10,14.64
2008,11,11,13.168
2008,11,12,13.479
2008,11,13,22.258
2008,11,14,24.24
2008,11,15,17.925
2008,11,16,15.915
2008,11,17,14.499
2008,11,18,13.593
2008,11,19,12.97
2008,11,20,12.63
2008,11,21,12.403
2008,11,22,11.44
2008,11,23,11.837
2008,11,24,10.109
2008,11,25,10.194
2008,11,26,11.299
2008,11,27,11.186
2008,11,28,10.846
2008,11,29,10.732
2008,11,30,10.902
2008,12,1,10.563
2008,12,2,10.761
2008,12,3,11.072
2008,12,4,10.393
2008,12,5,8.977
2008,12,6,9.713
2008,12,7,10.364
2008,12,8,10.393
2008,12,9,8.835
2008,12,10,9.402
2008,12,11,9.26
2008,12,12,9.77
2008,12,13,10.308
2008,12,14,9.6
2008,12,15,8.467
2008,12,16,7.929
2008,12,17,6.796
2008,12,18,6.23
2008,12,19,8.495
2008,12,20,8.495
2008,12,21,8.495
2008,12,22,9.628
2008,12,23,8.495
2008,12,24,8.495
2008,12,25,8.495
2008,12,26,8.495
2008,12,27,8.495
2008,12,28,9.628
2008,12,29,11.327
2008,12,30,13.026
2008,12,31,12.46
2009,1,1,12.658
2009,1,2,12.913
2009,1,3,12.007
2009,1,4,7.929
2009,1,5,9.628
2009,1,6,10.761
2009,1,7,13.593
2009,1,8,13.224
2009,1,9,12.601
2009,1,10,11.157
2009,1,11,11.469
2009,1,12,11.752
2009,1,13,11.525
2009,1,14,10.874
2009,1,15,10.364
2009,1,16,10.336
2009,1,17,10.166
2009,1,18,9.345
2009,1,19,9.628
2009,1,20,10.194
2009,1,21,11.327
2009,1,22,12.46
2009,1,23,13.593
2009,1,24,13.762
2009,1,25,13.253
2009,1,26,12.262
2009,1,27,9.94
2009,1,28,11.016
2009,1,29,11.271
2009,1,30,10.053
2009,1,31,10.279
2009,2,1,10.336
2009,2,2,10.676
2009,2,3,11.072
2009,2,4,10.817
2009,2,5,11.44
2009,2,6,12.318
2009,2,7,12.007
2009,2,8,11.724
2009,2,9,12.233
2009,2,10,12.233
2009,2,11,11.95
2009,2,12,10.931
2009,2,13,10.506
2009,2,14,11.582
2009,2,15,10.931
2009,2,16,10.987
2009,2,17,10.931
2009,2,18,10.732
2009,2,19,10.138
2009,2,20,10.223
2009,2,21,10.166
2009,2,22,10.704
2009,2,23,12.007
2009,2,24,16.056
2009,2,25,18.378
2009,2,26,17.104
2009,2,27,13.168
2009,2,28,12.488
2009,3,1,15.122
2009,3,2,14.216
2009,3,3,20.587
2009,3,4,24.495
2009,3,5,22.541
2009,3,6,20.162
2009,3,7,16.849
2009,3,8,17.585
2009,3,9,14.187
2009,3,10,15.405
2009,3,11,12.856
2009,3,12,13.536
2009,3,13,13.932
2009,3,14,14.47
2009,3,15,15.32
2009,3,16,18.803
2009,3,17,30.3
2009,3,18,28.601
2009,3,19,27.185
2009,3,20,29.451
2009,3,21,37.096
2009,3,22,43.043
2009,3,23,38.795
2009,3,24,34.265
2009,3,25,31.433
2009,3,26,27.921
2009,3,27,25.514
2009,3,28,25.005
2009,3,29,27.327
2009,3,30,25.033
2009,3,31,25.486
2009,4,1,24.297
2009,4,2,24.325
2009,4,3,24.183
2009,4,4,22.966
2009,4,5,23.164
2009,4,6,25.203
2009,4,7,30.866
2009,4,8,42.76
2009,4,9,47.574
2009,4,10,48.707
2009,4,11,50.406
2009,4,12,54.087
2009,4,13,61.167
2009,4,14,62.866
2009,4,15,56.069
2009,4,16,51.255
2009,4,17,56.636
2009,4,18,65.697
2009,4,19,71.927
2009,4,20,85.237
2009,4,21,107.325
2009,4,22,131.961
2009,4,23,146.97
2009,4,24,117.802
2009,4,25,98.829
2009,4,26,85.803
2009,4,27,77.025
2009,4,28,72.211
2009,4,29,66.264
2009,4,30,61.45
2009,5,1,56.636
2009,5,2,56.069
2009,5,3,58.335
2009,5,4,66.547
2009,5,5,79.007
2009,5,6,93.166
2009,5,7,95.714
2009,5,8,88.352
2009,5,9,82.405
2009,5,10,79.29
2009,5,11,81.272
2009,5,12,87.502
2009,5,13,80.989
2009,5,14,78.157
2009,5,15,77.874
2009,5,16,81.272
2009,5,17,92.033
2009,5,18,123.466
2009,5,19,174.721
2009,5,20,181.801
2009,5,21,152.35
2009,5,22,137.059
2009,5,23,142.439
2009,5,24,152.917
2009,5,25,164.81
2009,5,26,151.501
2009,5,27,141.589
2009,5,28,143.288
2009,5,29,146.403
2009,5,30,152.917
2009,5,31,161.695
2009,6,1,160.279
2009,6,2,156.881
2009,6,3,143.855
2009,6,4,143.855
2009,6,5,143.005
2009,6,6,143.855
2009,6,7,132.811
2009,6,8,110.157
2009,6,9,96.847
2009,6,10,90.051
2009,6,11,86.936
2009,6,12,91.467
2009,6,13,89.768
2009,6,14,90.334
2009,6,15,89.484
2009,6,16,85.52
2009,6,17,89.484
2009,6,18,84.954
2009,6,19,79.856
2009,6,20,79.29
2009,6,21,74.759
2009,6,22,78.441
2009,6,23,67.397
2009,6,24,62.583
2009,6,25,65.131
2009,6,26,70.795
2009,6,27,65.697
2009,6,28,60.034
2009,6,29,57.202
2009,6,30,57.485
2009,7,1,56.353
2009,7,2,51.822
2009,7,3,48.14
2009,7,4,48.99
2009,7,5,45.025
2009,7,6,43.326
2009,7,7,40.495
2009,7,8,37.38
2009,7,9,34.548
2009,7,10,32.282
2009,7,11,30.3
2009,7,12,29.451
2009,7,13,30.017
2009,7,14,28.884
2009,7,15,27.044
2009,7,16,25.628
2009,7,17,24.268
2009,7,18,23.277
2009,7,19,22.371
2009,7,20,21.522
2009,7,21,20.899
2009,7,22,20.106
2009,7,23,19.313
2009,7,24,18.803
2009,7,25,18.038
2009,7,26,17.444
2009,7,27,16.877
2009,7,28,16.623
2009,7,29,16.283
2009,7,30,15.915
2009,7,31,15.292
2009,8,1,14.725
2009,8,2,14.272
2009,8,3,13.904
2009,8,4,13.479
2009,8,5,13.196
2009,8,6,13.932
2009,8,7,17.557
2009,8,8,18.916
2009,8,9,16.17
2009,8,10,15.037
2009,8,11,14.017
2009,8,12,13.338
2009,8,13,12.885
2009,8,14,12.97
2009,8,15,13.281
2009,8,16,12.8
2009,8,17,12.46
2009,8,18,12.177
2009,8,19,11.865
2009,8,20,11.497
2009,8,21,11.186
2009,8,22,10.817
2009,8,23,10.648
2009,8,24,10.761
2009,8,25,10.761
2009,8,26,10.478
2009,8,27,10.478
2009,8,28,10.336
2009,8,29,10.166
2009,8,30,11.327
2009,8,31,12.658
2009,9,1,11.724
2009,9,2,10.874
2009,9,3,10.449
2009,9,4,10.166
2009,9,5,10.166
2009,9,6,10.081
2009,9,7,9.996
2009,9,8,9.911
2009,9,9,9.968
2009,9,10,9.77
2009,9,11,9.543
2009,9,12,9.458
2009,9,13,9.373
2009,9,14,9.317
2009,9,15,10.109
2009,9,16,10.081
2009,9,17,9.685
2009,9,18,9.458
2009,9,19,9.317
2009,9,20,9.203
2009,9,21,9.203
2009,9,22,9.288
2009,9,23,9.232
2009,9,24,9.118
2009,9,25,9.005
2009,9,26,8.863
2009,9,27,8.835
2009,9,28,8.835
2009,9,29,8.807
2009,9,30,9.402
2009,10,1,9.6
2009,10,2,9.571
2009,10,3,9.685
2009,10,4,14.102
2009,10,5,13.508
2009,10,6,12.233
2009,10,7,11.894
2009,10,8,11.78
2009,10,9,11.299
2009,10,10,11.016
2009,10,11,10.676
2009,10,12,10.478
2009,10,13,10.676
2009,10,14,14.895
2009,10,15,21.861
2009,10,16,17.217
2009,10,17,14.301
2009,10,18,13.423
2009,10,19,15.292
2009,10,20,16.906
2009,10,21,14.414
2009,10,22,13.366
2009,10,23,12.743
2009,10,24,13.904
2009,10,25,13.253
2009,10,26,12.517
2009,10,27,13.026
2009,10,28,12.403
2009,10,29,11.582
2009,10,30,12.148
2009,10,31,12.488
2009,11,1,12.8
2009,11,2,12.63
2009,11,3,12.233
2009,11,4,11.837
2009,11,5,11.724
2009,11,6,11.95
2009,11,7,12.97
2009,11,8,12.007
2009,11,9,11.044
2009,11,10,11.44
2009,11,11,11.554
2009,11,12,13.791
2009,11,13,11.978
2009,11,14,11.894
2009,11,15,10.336
2009,11,16,10.619
2009,11,17,12.148
2009,11,18,12.601
2009,11,19,11.44
2009,11,20,11.412
2009,11,21,12.517
2009,11,22,11.242
2009,11,23,11.157
2009,11,24,10.336
2009,11,25,10.987
2009,11,26,10.846
2009,11,27,12.063
2009,11,28,12.177
2009,11,29,9.911
2009,11,30,9.94
2009,12,1,10.534
2009,12,2,9.373
2009,12,3,7.363
2009,12,4,6.23
2009,12,5,7.929
2009,12,6,7.476
2009,12,7,7.079
2009,12,8,6.768
2009,12,9,10.251
2009,12,10,7.731
2009,12,11,7.816
2009,12,12,10.534
2009,12,13,12.998
2009,12,14,13.281
2009,12,15,12.205
2009,12,16,12.375
2009,12,17,12.262
2009,12,18,11.639
2009,12,19,10.761
2009,12,20,10.789
2009,12,21,11.101
2009,12,22,10.959
2009,12,23,10.166
2009,12,24,8.92
2009,12,25,7.957
2009,12,26,8.042
2009,12,27,8.439
2009,12,28,14.046
2009,12,29,10.676
2009,12,30,11.186
2009,12,31,10.676
2010,1,1,10.732
2010,1,2,10.336
2010,1,3,10.279
2010,1,4,9.713
2010,1,5,10.138
2010,1,6,10.308
2010,1,7,10.138
2010,1,8,9.09
2010,1,9,9.373
2010,1,10,10.138
2010,1,11,9.911
2010,1,12,9.911
2010,1,13,10.987
2010,1,14,11.355
2010,1,15,10.478
2010,1,16,10.223
2010,1,17,10.421
2010,1,18,10.364
2010,1,19,11.016
2010,1,20,10.959
2010,1,21,10.846
2010,1,22,10.704
2010,1,23,10.761
2010,1,24,10.364
2010,1,25,10.166
2010,1,26,10.449
2010,1,27,10.449
2010,1,28,10.223
2010,1,29,9.94
2010,1,30,10.025
2010,1,31,10.308
2010,2,1,10.109
2010,2,2,9.826
2010,2,3,9.94
2010,2,4,9.996
2010,2,5,10.194
2010,2,6,10.109
2010,2,7,9.543
2010,2,8,8.863
2010,2,9,10.081
2010,2,10,10.676
2010,2,11,10.364
2010,2,12,10.506
2010,2,13,10.648
2010,2,14,10.449
2010,2,15,10.987
2010,2,16,11.582
2010,2,17,11.695
2010,2,18,11.809
2010,2,19,11.724
2010,2,20,11.469
2010,2,21,10.761
2010,2,22,9.345
2010,2,23,9.77
2010,2,24,12.403
2010,2,25,11.412
2010,2,26,10.506
2010,2,27,10.789
2010,2,28,10.931
2010,3,1,11.837
2010,3,2,13.168
2010,3,3,14.301
2010,3,4,15.405
2010,3,5,15.547
2010,3,6,15.745
2010,3,7,16.651
2010,3,8,18.775
2010,3,9,19.483
2010,3,10,17.755
2010,3,11,15.971
2010,3,12,15.603
2010,3,13,15.858
2010,3,14,14.782
2010,3,15,14.952
2010,3,16,16.906
2010,3,17,20.134
2010,3,18,27.1
2010,3,19,27.185
2010,3,20,25.571
2010,3,21,24.976
2010,3,22,24.693
2010,3,23,23.079
2010,3,24,22.399
2010,3,25,22.768
2010,3,26,22.145
2010,3,27,20.389
2010,3,28,20.417
2010,3,29,21.55
2010,3,30,32.849
2010,3,31,30.866
2010,4,1,27.836
2010,4,2,25.316
2010,4,3,24.155
2010,4,4,21.776
2010,4,5,22.06
2010,4,6,20.446
2010,4,7,19.256
2010,4,8,20.304
2010,4,9,19.284
2010,4,10,19.228
2010,4,11,19.794
2010,4,12,21.522
2010,4,13,23.391
2010,4,14,23.504
2010,4,15,26.449
2010,4,16,36.53
2010,4,17,52.671
2010,4,18,65.981
2010,4,19,74.476
2010,4,20,86.37
2010,4,21,133.377
2010,4,22,115.537
2010,4,23,99.679
2010,4,24,90.051
2010,4,25,82.122
2010,4,26,76.175
2010,4,27,79.573
2010,4,28,93.166
2010,4,29,80.989
2010,4,30,70.795
2010,5,1,63.432
2010,5,2,57.485
2010,5,3,54.937
2010,5,4,55.503
2010,5,5,52.105
2010,5,6,50.123
2010,5,7,47.008
2010,5,8,46.158
2010,5,9,45.025
2010,5,10,47.008
2010,5,11,48.14
2010,5,12,48.707
2010,5,13,51.822
2010,5,14,56.636
2010,5,15,63.432
2010,5,16,73.343
2010,5,17,86.653
2010,5,18,110.157
2010,5,19,112.422
2010,5,20,118.652
2010,5,21,105.909
2010,5,22,90.9
2010,5,23,79.573
2010,5,24,70.795
2010,5,25,63.715
2010,5,26,59.184
2010,5,27,62.866
2010,5,28,63.998
2010,5,29,65.981
2010,5,30,63.715
2010,5,31,63.432
2010,6,1,67.68
2010,6,2,73.626
2010,6,3,149.518
2010,6,4,200.491
2010,6,5,277.232
2010,6,6,223.428
2010,6,7,225.41
2010,6,8,204.738
2010,6,9,176.137
2010,6,10,159.43
2010,6,11,139.041
2010,6,12,121.767
2010,6,13,118.369
2010,6,14,120.068
2010,6,15,126.864
2010,6,16,126.581
2010,6,17,107.042
2010,6,18,90.9
2010,6,19,84.954
2010,6,20,88.918
2010,6,21,88.635
2010,6,22,86.653
2010,6,23,86.37
2010,6,24,88.635
2010,6,25,92.033
2010,6,26,86.936
2010,6,27,83.538
2010,6,28,79.007
2010,6,29,79.007
2010,6,30,75.892
2010,7,1,69.945
2010,7,2,64.848
2010,7,3,60.034
2010,7,4,53.804
2010,7,5,50.123
2010,7,6,47.574
2010,7,7,45.025
2010,7,8,42.194
2010,7,9,39.928
2010,7,10,38.229
2010,7,11,37.096
2010,7,12,35.397
2010,7,13,33.415
2010,7,14,31.15
2010,7,15,29.734
2010,7,16,28.261
2010,7,17,26.987
2010,7,18,25.599
2010,7,19,24.806
2010,7,20,23.9
2010,7,21,23.107
2010,7,22,22.201
2010,7,23,21.522
2010,7,24,20.814
2010,7,25,20.247
2010,7,26,19.454
2010,7,27,21.182
2010,7,28,19.738
2010,7,29,19.454
2010,7,30,18.35
2010,7,31,18.293
2010,8,1,17.472
2010,8,2,16.708
2010,8,3,16.198
2010,8,4,15.631
2010,8,5,15.037
2010,8,6,14.64
2010,8,7,14.782
2010,8,8,14.159
2010,8,9,14.102
2010,8,10,14.98
2010,8,11,15.008
2010,8,12,15.716
2010,8,13,15.178
2010,8,14,14.499
2010,8,15,13.876
2010,8,16,13.281
2010,8,17,12.856
2010,8,18,12.403
2010,8,19,12.12
2010,8,20,11.978
2010,8,21,11.582
2010,8,22,11.497
2010,8,23,11.582
2010,8,24,11.61
2010,8,25,11.412
2010,8,26,11.044
2010,8,27,11.157
2010,8,28,10.817
2010,8,29,10.931
2010,8,30,11.894
2010,8,31,12.432
2010,9,1,12.205
2010,9,2,12.262
2010,9,3,11.837
2010,9,4,11.299
2010,9,5,10.874
2010,9,6,10.704
2010,9,7,10.931
2010,9,8,10.761
2010,9,9,11.044
2010,9,10,12.29
2010,9,11,12.035
2010,9,12,11.44
2010,9,13,11.072
2010,9,14,10.676
2010,9,15,10.506
2010,9,16,10.364
2010,9,17,10.364
2010,9,18,10.223
2010,9,19,9.968
2010,9,20,10.251
2010,9,21,10.421
2010,9,22,10.166
2010,9,23,9.996
2010,9,24,9.911
2010,9,25,9.883
2010,9,26,9.798
2010,9,27,9.571
2010,9,28,9.515
2010,9,29,9.402
2010,9,30,9.458
2010,10,1,9.373
2010,10,2,9.288
2010,10,3,9.26
2010,10,4,10.478
2010,10,5,12.46
2010,10,6,11.101
2010,10,7,10.789
2010,10,8,10.732
2010,10,9,10.563
2010,10,10,10.449
2010,10,11,10.874
2010,10,12,10.959
2010,10,13,10.449
2010,10,14,10.251
2010,10,15,10.109
2010,10,16,10.081
2010,10,17,10.109
2010,10,18,9.996
2010,10,19,9.94
2010,10,20,9.94
2010,10,21,9.911
2010,10,22,9.883
2010,10,23,9.911
2010,10,24,15.065
2010,10,25,29.451
2010,10,26,16.821
2010,10,27,13.989
2010,10,28,12.828
2010,10,29,12.63
2010,10,30,12.46
2010,10,31,13.196
2010,11,1,14.47
2010,11,2,13.168
2010,11,3,12.8
2010,11,4,12.715
2010,11,5,12.63
2010,11,6,12.488
2010,11,7,13.168
2010,11,8,18.095
2010,11,9,15.49
2010,11,10,14.216
2010,11,11,13.224
2010,11,12,12.658
2010,11,13,12.177
2010,11,14,12.205
2010,11,15,12.318
2010,11,16,13.508
2010,11,17,13.394
2010,11,18,12.545
2010,11,19,12.347
2010,11,20,12.347
2010,11,21,11.072
2010,11,22,11.809
2010,11,23,11.724
2010,11,24,9.317
2010,11,25,8.212
2010,11,26,13.196
2010,11,27,14.81
2010,11,28,13.961
2010,11,29,11.129
2010,11,30,10.874
2010,12,1,13.847
2010,12,2,14.017
2010,12,3,14.159
2010,12,4,12.686
2010,12,5,12.941
2010,12,6,13.083
2010,12,7,13.649
2010,12,8,13.055
2010,12,9,13.253
2010,12,10,14.782
2010,12,11,14.47
2010,12,12,14.64
2010,12,13,16.424
2010,12,14,21.89
2010,12,15,24.353
2010,12,16,18.746
2010,12,17,14.216
2010,12,18,15.348
2010,12,19,16.821
2010,12,20,15.603
2010,12,21,13.338
2010,12,22,12.517
2010,12,23,13.649
2010,12,24,12.403
2010,12,25,11.384
2010,12,26,13.536
2010,12,27,13.394
2010,12,28,13.139
2010,12,29,13.536
2010,12,30,11.582
2010,12,31,8.779
2011,1,1,8.212
2011,1,2,10.478
2011,1,3,11.61
2011,1,4,10.194
2011,1,5,12.46
2011,1,6,13.026
2011,1,7,13.026
2011,1,8,11.61
2011,1,9,11.327
2011,1,10,10.478
2011,1,11,9.628
2011,1,12,10.194
2011,1,13,11.327
2011,1,14,12.743
2011,1,15,14.839
2011,1,16,19.936
2011,1,17,75.892
2011,1,18,52.671
2011,1,19,37.946
2011,1,20,27.865
2011,1,21,27.072
2011,1,22,24.325
2011,1,23,20.757
2011,1,24,20.191
2011,1,25,19.851
2011,1,26,17.869
2011,1,27,17.274
2011,1,28,16.594
2011,1,29,16.566
2011,1,30,17.415
2011,1,31,16.453
2011,2,1,12.658
2011,2,2,11.044
2011,2,3,13.876
2011,2,4,18.661
2011,2,5,18.095
2011,2,6,15.405
2011,2,7,15.008
2011,2,8,13.904
2011,2,9,13.139
2011,2,10,12.063
2011,2,11,12.686
2011,2,12,14.357
2011,2,13,14.301
2011,2,14,13.678
2011,2,15,13.847
2011,2,16,14.754
2011,2,17,14.839
2011,2,18,14.527
2011,2,19,14.102
2011,2,20,14.414
2011,2,21,13.281
2011,2,22,13.847
2011,2,23,13.508
2011,2,24,13.111
2011,2,25,12.743
2011,2,26,12.12
2011,2,27,12.12
2011,2,28,12.488
2011,3,1,13.253
2011,3,2,12.913
2011,3,3,13.451
2011,3,4,12.97
2011,3,5,13.026
2011,3,6,13.309
2011,3,7,13.593
2011,3,8,13.253
2011,3,9,13.139
2011,3,10,13.564
2011,3,11,14.924
2011,3,12,14.187
2011,3,13,14.725
2011,3,14,17.954
2011,3,15,22.428
2011,3,16,42.477
2011,3,17,42.194
2011,3,18,34.548
2011,3,19,31.15
2011,3,20,27.978
2011,3,21,26.987
2011,3,22,27.044
2011,3,23,25.599
2011,3,24,25.571
2011,3,25,25.826
2011,3,26,25.146
2011,3,27,25.175
2011,3,28,24.07
2011,3,29,22.853
2011,3,30,22.881
